,1,2,3,5,7,10,14,21,30,45,60,90
0-10,-0.021604228129389974,-0.17748517508630526,-0.6176909172352766,-1.033749626487798,-0.9058160712325277,-0.7024039112440268,0.18410451315684884,1.0110239076515954,-0.6902090261351742,-10.009604478543265,-6.647640526122642,-1.2102993862180045
10-20,-0.0625311556749584,-0.19300635174189062,-0.19540379966108387,-0.22129574891584508,-0.12869843701633024,-0.22097213300999258,-0.20450719158826425,-0.3600420020300012,-1.6821011420757388,-3.2843608898215386,-2.46350782775998,-0.8224199810764795
20-30,-0.009113903113667157,-0.008859350289036038,0.036537988046267574,0.10579111508820287,0.0702888360705525,0.11448766565054411,-0.062417126121071684,-0.29201173222534643,-0.5764476698260338,-0.4799247148164011,-0.9378973039180986,-2.0086732265398206
30-40,-0.030236293942971445,-0.05996561909658559,-0.27619520989022844,-0.6116594147044402,-0.9101704433314864,-0.9950219703406424,-1.2319818372016065,-1.0787191395971814,-0.8909892873383579,-0.7139404617424794,-2.943065278037606,-4.605293591435537
40-60,-0.05677838076408087,-0.07001326978840709,-0.09715969919953235,-0.1461418129821267,-0.16098463804569885,-0.34061704564640694,-0.474243954317851,-1.1462034353257813,-1.8629964299384465,-2.966566055011026,-3.9488573010848316,-6.660018655304755
60-70,-0.12643016847191563,-0.33665835683894424,-0.4634306997412508,-0.7524806534683331,-1.0501720081248174,-1.5554558033350347,-2.1377022586970416,-3.0284776577300274,-3.7097672309788043,-5.433121724278711,-6.683588429564125,-9.219256942760827
70-80,-0.11039378864337678,-0.2119228467644549,-0.31265207452771304,-0.5352376518993993,-0.8352632937108254,-1.1454463106831982,-1.6098945767289363,-1.9958889652428253,-2.578964652524008,-3.3218648478696706,-4.435718453380744,-6.1384975901939
80-90,-0.15163363235153463,-0.22263922312138262,-0.41621765117284437,-0.6989194012958886,-0.7945389419098536,-0.860690389613207,-0.6571354293173859,-0.9336693098508162,-0.8116521326159988,-2.884984920799925,-3.8332052392782403,-4.460223089339345
90-100,0.0014371022380516932,-0.09585785436810362,-0.13295366583695123,-0.3491411982643467,-0.4343085840216488,-0.702365416228946,-1.2052406494501722,-2.0578769763440943,-3.1312999487474515,-5.18159316803607,-6.314700628368305,-10.032993953876794
